* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
1621, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1622, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1623, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1624, forest, minecraft:birch_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1625, forest, minecraft:birch_forest_hills, CREATURE, duckery:log_duck, 20, 2, 6
1626, forest, minecraft:birch_forest_hills, CREATURE, duckery:gravel_duck, 20, 2, 6
1627, forest, minecraft:birch_forest_hills, CREATURE, duckery:flint_duck, 20, 2, 6
1628, forest, minecraft:birch_forest_hills, CREATURE, duckery:duck, 10, 2, 6
1629, forest, minecraft:birch_forest_hills, CREATURE, duckery:clay_duck, 20, 2, 6
1630, forest, minecraft:birch_forest_hills, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1631, forest, minecraft:birch_forest_hills, CREATURE, ars_nouveau:sylph, 10, 1, 1
1632, forest, minecraft:birch_forest_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1633, forest, minecraft:birch_forest_hills, CREATURE, duckery:bone_duck, 20, 2, 6
1634, forest, minecraft:birch_forest_hills, CREATURE, wyrmroost:roost_stalker, 10, 2, 9
1635, forest, minecraft:birch_forest_hills, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
1636, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1637, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
1638, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1639, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1640, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1641, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
1642, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1643, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:goose, 15, 2, 5
1644, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1645, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1646, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
1647, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1648, forest, minecraft:birch_forest_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
1649, forest, minecraft:birch_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
1650, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1651, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1652, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1653, forest, minecraft:birch_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1654, forest, minecraft:birch_forest_hills, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1655, forest, minecraft:birch_forest_hills, WATER_CREATURE, minecraft:squid, 80, 4, 4
1656, forest, minecraft:birch_forest_hills, WATER_CREATURE, minecraft:squid, 80, 4, 4
1657, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1658, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1659, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1660, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1661, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1662, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1663, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1664, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1665, forest, minecraft:birch_forest_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1666, forest, minecraft:dark_forest, MONSTER, minecraft:spider, 80, 4, 4
1667, forest, minecraft:dark_forest, MONSTER, minecraft:zombie, 80, 4, 4
1668, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1669, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1670, forest, minecraft:dark_forest, MONSTER, minecraft:creeper, 80, 4, 4
1671, forest, minecraft:dark_forest, MONSTER, minecraft:slime, 80, 4, 4
1672, forest, minecraft:dark_forest, MONSTER, minecraft:enderman, 5, 1, 4
1673, forest, minecraft:dark_forest, MONSTER, minecraft:witch, 5, 1, 1
1674, forest, minecraft:dark_forest, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
1675, forest, minecraft:dark_forest, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
1676, forest, minecraft:dark_forest, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
1677, forest, minecraft:dark_forest, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
1678, forest, minecraft:dark_forest, MONSTER, chaosawakens:wasp, 10, 1, 3
1679, forest, minecraft:dark_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
1680, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1681, forest, minecraft:dark_forest, MONSTER, iceandfire:troll, 40, 1, 3
1682, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1683, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1684, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1685, forest, minecraft:dark_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
1686, forest, minecraft:dark_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
1687, forest, minecraft:dark_forest, MONSTER, quark:stoneling, 80, 1, 1
1688, forest, minecraft:dark_forest, MONSTER, quark:toretoise, 80, 1, 1
1689, forest, minecraft:dark_forest, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
1690, forest, minecraft:dark_forest, CREATURE, minecraft:sheep, 12, 4, 4
1691, forest, minecraft:dark_forest, CREATURE, minecraft:pig, 10, 4, 4
1692, forest, minecraft:dark_forest, CREATURE, minecraft:chicken, 10, 4, 4
1693, forest, minecraft:dark_forest, CREATURE, minecraft:cow, 10, 4, 4
1694, forest, minecraft:dark_forest, CREATURE, chaosawakens:beaver, 14, 1, 4
1695, forest, minecraft:dark_forest, CREATURE, chaosawakens:stink_bug, 20, 3, 5
1696, forest, minecraft:dark_forest, CREATURE, chaosawakens:bird, 10, 2, 4
1697, forest, minecraft:dark_forest, CREATURE, chaosawakens:lettuce_chicken, 16, 4, 6
1698, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1699, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1700, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1701, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1702, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1703, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1704, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1705, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1706, forest, minecraft:dark_forest, CREATURE, cnb:friendly_sporeling, 40, 3, 5
1707, forest, minecraft:dark_forest, CREATURE, duckery:log_duck, 20, 2, 6
1708, forest, minecraft:dark_forest, CREATURE, duckery:gravel_duck, 20, 2, 6
1709, forest, minecraft:dark_forest, CREATURE, duckery:flint_duck, 20, 2, 6
1710, forest, minecraft:dark_forest, CREATURE, duckery:duck, 10, 2, 6
1711, forest, minecraft:dark_forest, CREATURE, duckery:clay_duck, 20, 2, 6
1712, forest, minecraft:dark_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
1713, forest, minecraft:dark_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
1714, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1715, forest, minecraft:dark_forest, CREATURE, duckery:bone_duck, 20, 2, 6
1716, forest, minecraft:dark_forest, CREATURE, wyrmroost:roost_stalker, 10, 2, 9
1717, forest, minecraft:dark_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
1718, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:goat, 10, 1, 4
1719, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1720, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1721, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1722, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
1723, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
1724, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1725, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1726, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
1727, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1728, forest, minecraft:dark_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
1729, forest, minecraft:dark_forest, AMBIENT, minecraft:bat, 10, 8, 8
1730, forest, minecraft:dark_forest, AMBIENT, supplementaries:firefly, 10, 5, 9
1731, forest, minecraft:dark_forest, AMBIENT, mowziesmobs:lantern, 10, 2, 4
1732, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1733, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1734, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1735, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1736, forest, minecraft:dark_forest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
1737, forest, minecraft:dark_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
1738, forest, minecraft:dark_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
1739, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1740, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1741, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1742, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1743, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
1744, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1745, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
1746, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1747, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1748, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
1749, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1750, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1751, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1752, taiga, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1753, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
1754, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1755, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
1756, taiga, minecraft:snowy_taiga, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
1757, taiga, minecraft:snowy_taiga, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
1758, taiga, minecraft:snowy_taiga, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
1759, taiga, minecraft:snowy_taiga, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
1760, taiga, minecraft:snowy_taiga, MONSTER, thermal:blizz, 10, 1, 3
1761, taiga, minecraft:snowy_taiga, MONSTER, mowziesmobs:grottol, 10, 1, 1
1762, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1763, taiga, minecraft:snowy_taiga, MONSTER, iceandfire:dread_lich, 10, 1, 1
1764, taiga, minecraft:snowy_taiga, MONSTER, iceandfire:troll, 40, 1, 3
1765, taiga, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1766, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1767, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1768, taiga, minecraft:snowy_taiga, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1769, taiga, minecraft:snowy_taiga, MONSTER, tconstruct:earth_slime, 80, 2, 4
1770, taiga, minecraft:snowy_taiga, MONSTER, tconstruct:sky_slime, 80, 2, 4
1771, taiga, minecraft:snowy_taiga, MONSTER, quark:stoneling, 80, 1, 1
1772, taiga, minecraft:snowy_taiga, MONSTER, quark:toretoise, 80, 1, 1
1773, taiga, minecraft:snowy_taiga, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
1774, taiga, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1775, taiga, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
1776, taiga, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1777, taiga, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
1778, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1779, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1780, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
1781, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1782, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 10, 3, 4
1783, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1784, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
1785, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1786, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 10, 3, 4
1787, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
1788, taiga, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
1789, taiga, minecraft:snowy_taiga, CREATURE, cnb:yeti, 10, 2, 3
1790, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1791, taiga, minecraft:snowy_taiga, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
1792, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:goat, 10, 1, 4
1793, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1794, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1795, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1796, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
1797, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1798, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1799, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
1800, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1801, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1802, taiga, minecraft:snowy_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
1803, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1804, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
1805, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1806, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
1807, taiga, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1808, taiga, minecraft:snowy_taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
1809, taiga, minecraft:snowy_taiga, WATER_CREATURE, minecraft:squid, 80, 4, 4
1810, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1811, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1812, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
1813, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1814, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1815, taiga, minecraft:snowy_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1816, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
1817, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:zombie, 80, 4, 4
1818, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
1819, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1820, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
1821, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
1822, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:enderman, 5, 1, 4
1823, taiga, minecraft:snowy_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
1824, taiga, minecraft:snowy_taiga_hills, MONSTER, mutantbeasts:mutant_enderman, 10, 1, 1
1825, taiga, minecraft:snowy_taiga_hills, MONSTER, mutantbeasts:mutant_skeleton, 10, 1, 1
1826, taiga, minecraft:snowy_taiga_hills, MONSTER, mutantbeasts:mutant_creeper, 10, 1, 1
1827, taiga, minecraft:snowy_taiga_hills, MONSTER, mutantbeasts:mutant_zombie, 10, 1, 1
1828, taiga, minecraft:snowy_taiga_hills, MONSTER, thermal:blizz, 10, 1, 3
1829, taiga, minecraft:snowy_taiga_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
1830, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1831, taiga, minecraft:snowy_taiga_hills, MONSTER, iceandfire:dread_lich, 10, 1, 1
1832, taiga, minecraft:snowy_taiga_hills, MONSTER, iceandfire:troll, 40, 1, 3
1833, taiga, minecraft:snowy_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1834, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
1835, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
1836, taiga, minecraft:snowy_taiga_hills, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
1837, taiga, minecraft:snowy_taiga_hills, MONSTER, tconstruct:earth_slime, 80, 2, 4
1838, taiga, minecraft:snowy_taiga_hills, MONSTER, tconstruct:sky_slime, 80, 2, 4
1839, taiga, minecraft:snowy_taiga_hills, MONSTER, quark:stoneling, 80, 1, 1
1840, taiga, minecraft:snowy_taiga_hills, MONSTER, quark:toretoise, 80, 1, 1
1841, taiga, minecraft:snowy_taiga_hills, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
1842, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
1843, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:pig, 10, 4, 4
1844, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
1845, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:cow, 10, 4, 4
1846, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:wolf, 10, 4, 4
1847, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:rabbit, 10, 2, 3
1848, taiga, minecraft:snowy_taiga_hills, CREATURE, minecraft:fox, 10, 2, 4
1849, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1850, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 10, 3, 4
1851, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1852, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1853, taiga, minecraft:snowy_taiga_hills, CREATURE, iceandfire:hippogryph, 10, 1, 1
1854, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1855, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:moose, 10, 3, 4
1856, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1857, taiga, minecraft:snowy_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1858, taiga, minecraft:snowy_taiga_hills, CREATURE, cnb:yeti, 10, 2, 3
1859, taiga, minecraft:snowy_taiga_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
1860, taiga, minecraft:snowy_taiga_hills, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
1861, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
1862, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
1863, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
1864, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
1865, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
1866, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
1867, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
1868, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
1869, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
1870, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
1871, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
1872, taiga, minecraft:snowy_taiga_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
1873, taiga, minecraft:snowy_taiga_hills, AMBIENT, minecraft:bat, 10, 8, 8
1874, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1875, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1876, taiga, minecraft:snowy_taiga_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
